Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score
4.0,333,0.0,2,0.0,3.0,0,3.0,7.52,2.0,1.0,138.0,1.6,34.16
3.0,2120,5.0,3,2.0,1.0,0,2.0,5.72,1.0,1.0,103.0,3.22,73.9
4.0,477,1.0,1,2.0,0.0,0,3.0,7.94,0.0,1.0,149.0,4.72,83.82
2.0,376,1.0,2,2.0,1.0,0,3.0,3.96,0.0,0.0,18.0,4.34,87.75
2.0,335,3.0,1,2.0,0.0,0,1.0,7.27,1.0,1.0,166.0,3.44,75.27
2.0,540,1.0,1,1.0,1.0,0,3.0,6.16,1.0,2.0,161.0,3.39,45.72
3.0,1267,2.0,4,0.0,0.0,0,3.0,7.97,1.0,1.0,142.0,4.1,87.33
2.0,701,2.0,3,1.0,1.0,0,3.0,6.79,0.0,1.0,109.0,4.15,77.53
2.0,228,1.0,1,0.0,1.0,0,3.0,7.24,0.0,1.0,111.0,4.14,85.95
2.0,278,2.0,3,0.0,1.0,0,0.0,7.31,0.0,1.0,148.0,3.15,75.21
3.0,2279,5.0,2,0.0,0.0,0,2.0,6.31,0.0,1.0,91.0,4.49,69.53
4.0,233,3.0,2,0.0,1.0,1,3.0,5.34,1.0,1.0,106.0,3.53,71.55
4.0,340,1.0,1,0.0,0.0,1,2.0,6.24,1.0,1.0,161.0,3.77,76.11
3.0,1872,2.0,3,0.0,1.0,1,1.0,6.84,0.0,1.0,92.0,3.54,75.79
1.0,3869,13.0,6,2.0,1.0,0,2.0,2.94,0.0,0.0,31.0,4.02,91.75
0.0,897,5.0,2,0.0,0.0,1,1.0,7.58,0.0,1.0,121.0,4.13,79.6
2.0,480,1.0,3,0.0,0.0,0,2.0,3.29,3.0,0.0,5.0,2.79,59.58
3.0,2089,2.0,1,2.0,0.0,1,2.0,6.94,3.0,1.0,124.0,2.56,76.16
3.0,1288,4.0,1,1.0,0.0,0,3.0,4.86,0.0,1.0,85.0,4.82,78.57
3.0,1844,5.0,4,0.0,0.0,0,3.0,5.68,1.0,1.0,111.0,4.15,83.21
4.0,495,0.0,2,0.0,0.0,0,3.0,5.35,2.0,1.0,80.0,3.56,67.76
1.0,4220,10.0,2,2.0,1.0,0,0.0,6.5,0.0,1.0,140.0,3.17,75.26
3.0,1285,3.0,1,1.0,0.0,0,2.0,6.9,0.0,1.0,143.0,4.42,68.66
3.0,1473,3.0,4,0.0,2.0,1,3.0,6.71,0.0,1.0,136.0,3.49,78.64
3.0,1562,4.0,2,0.0,0.0,0,3.0,6.2,0.0,1.0,135.0,4.75,75.86
0.0,1146,6.0,1,0.0,0.0,1,3.0,5.78,0.0,1.0,92.0,4.8,93.57
0.0,812,4.0,3,0.0,0.0,0,3.0,6.39,1.0,1.0,92.0,4.17,78.75
1.0,3004,5.0,2,0.0,0.0,0,2.0,7.92,1.0,1.0,140.0,3.79,83.55
2.0,655,4.0,2,2.0,1.0,0,0.0,8.59,1.0,2.0,160.0,2.44,70.98
4.0,292,3.0,2,0.0,0.0,0,1.0,7.77,2.0,1.0,101.0,2.9,67.2
2.0,551,2.0,2,0.0,3.0,0,2.0,7.8,0.0,1.0,132.0,2.54,70.44
3.0,2243,5.0,2,0.0,3.0,0,0.0,5.61,0.0,1.0,115.0,1.95,61.3
3.0,1168,2.0,2,0.0,2.0,1,3.0,5.3,2.0,1.0,95.0,2.29,75.04
2.0,975,4.0,3,0.0,2.0,0,1.0,2.91,0.0,0.0,68.0,3.03,78.68
3.0,1623,3.0,2,1.0,2.0,0,0.0,6.16,3.0,1.0,155.0,0.64,15.53
2.0,748,4.0,3,2.0,0.0,0,2.0,5.86,0.0,1.0,93.0,4.49,79.0
3.0,1575,3.0,1,0.0,0.0,1,3.0,6.29,0.0,1.0,158.0,4.72,90.38
2.0,699,1.0,1,1.0,0.0,0,3.0,7.59,0.0,1.0,94.0,4.79,68.32
2.0,662,4.0,3,0.0,0.0,0,2.0,5.93,1.0,1.0,109.0,3.84,73.32
0.0,995,6.0,1,0.0,0.0,0,2.0,6.36,0.0,1.0,136.0,4.43,83.29
2.0,760,4.0,1,0.0,0.0,0,3.0,6.55,0.0,1.0,158.0,4.71,75.51
2.0,885,1.0,3,0.0,1.0,0,3.0,7.12,0.0,1.0,124.0,4.13,76.66
2.0,839,2.0,3,1.0,0.0,1,3.0,6.24,0.0,1.0,135.0,4.74,74.56
2.0,946,1.0,3,0.0,0.0,0,1.0,5.0,2.0,1.0,104.0,2.91,66.04
3.0,1519,2.0,2,0.0,0.0,1,3.0,6.51,2.0,1.0,120.0,3.51,77.92
2.0,166,4.0,3,1.0,1.0,0,0.0,5.55,1.0,1.0,89.0,2.61,26.69
2.0,889,3.0,2,0.0,0.0,0,3.0,6.33,0.0,1.0,159.0,4.71,76.4
3.0,1703,5.0,1,1.0,0.0,0,3.0,7.22,0.0,1.0,108.0,4.77,76.65
0.0,857,4.0,1,0.0,1.0,0,2.0,5.76,0.0,1.0,120.0,3.83,73.2
3.0,1788,4.0,2,0.0,0.0,0,1.0,8.01,0.0,2.0,192.0,3.97,70.24
2.0,115,3.0,3,1.0,1.0,1,3.0,6.21,0.0,1.0,138.0,4.11,76.9
0.0,543,5.0,2,1.0,2.0,0,1.0,5.38,0.0,1.0,111.0,2.9,42.37
1.0,2367,7.0,2,0.0,1.0,0,3.0,7.42,1.0,1.0,139.0,3.48,78.39
1.0,3368,6.0,6,0.0,0.0,0,3.0,7.55,2.0,1.0,87.0,3.54,75.93
3.0,2142,2.0,4,1.0,0.0,0,2.0,4.96,2.0,1.0,117.0,3.21,33.42
0.0,1154,7.0,3,2.0,0.0,0,3.0,6.44,0.0,1.0,147.0,4.73,85.35
2.0,908,2.0,2,0.0,2.0,1,3.0,7.97,0.0,1.0,140.0,3.47,78.34
2.0,813,1.0,1,0.0,0.0,1,3.0,5.73,1.0,1.0,120.0,4.14,76.28
0.0,1081,6.0,3,0.0,1.0,1,3.0,7.57,0.0,1.0,167.0,4.07,84.74
0.0,661,6.0,3,0.0,0.0,0,0.0,6.92,0.0,1.0,132.0,3.8,70.86
2.0,709,4.0,3,0.0,1.0,1,2.0,5.08,1.0,1.0,93.0,3.24,74.06
2.0,879,4.0,3,0.0,0.0,0,2.0,7.87,0.0,1.0,91.0,4.48,83.39
2.0,163,1.0,1,0.0,0.0,0,2.0,6.55,0.0,1.0,148.0,4.41,77.97
3.0,2130,4.0,3,1.0,0.0,0,1.0,6.25,0.0,1.0,96.0,4.17,69.21
2.0,614,2.0,1,0.0,1.0,0,3.0,6.21,3.0,1.0,127.0,2.24,39.41
2.0,205,4.0,2,1.0,0.0,0,1.0,6.25,1.0,0.0,120.0,3.57,53.87
4.0,318,3.0,1,2.0,0.0,1,3.0,5.22,1.0,1.0,95.0,4.17,88.68
2.0,224,4.0,1,0.0,0.0,0,1.0,5.66,2.0,1.0,116.0,2.89,65.52
0.0,483,5.0,1,0.0,0.0,0,3.0,7.12,0.0,1.0,84.0,4.8,69.92
3.0,1886,3.0,1,1.0,1.0,0,2.0,6.87,3.0,1.0,109.0,1.95,36.09
3.0,1575,3.0,1,1.0,0.0,0,3.0,6.02,0.0,1.0,119.0,4.77,85.87
2.0,236,1.0,2,0.0,1.0,0,3.0,4.91,1.0,1.0,85.0,3.56,68.98
1.0,2590,10.0,6,1.0,0.0,0,0.0,6.59,0.0,1.0,152.0,3.78,77.54
1.0,3088,13.0,4,1.0,0.0,0,2.0,8.05,1.0,2.0,120.0,3.75,72.33
2.0,286,1.0,2,0.0,0.0,0,3.0,6.45,0.0,1.0,137.0,4.74,86.87
3.0,2154,4.0,2,0.0,2.0,0,1.0,6.87,0.0,1.0,144.0,2.85,76.06
0.0,920,5.0,3,0.0,0.0,1,1.0,7.3,1.0,1.0,85.0,3.55,75.46
0.0,876,5.0,2,1.0,0.0,0,3.0,6.41,0.0,1.0,504.0,4.81,81.49
2.0,250,1.0,1,0.0,0.0,1,3.0,5.39,1.0,1.0,116.0,4.15,76.14
3.0,2058,3.0,2,0.0,0.0,0,3.0,6.8,2.0,1.0,126.0,3.5,78.85
2.0,860,1.0,2,2.0,0.0,0,3.0,7.17,1.0,1.0,164.0,4.07,77.32
2.0,662,3.0,1,2.0,0.0,0,3.0,8.4,0.0,2.0,130.0,4.67,80.72
2.0,909,1.0,1,0.0,0.0,0,2.0,6.63,0.0,1.0,131.0,4.43,90.26
2.0,846,3.0,2,1.0,0.0,0,3.0,7.07,1.0,1.0,97.0,4.16,79.15
0.0,867,6.0,3,2.0,1.0,0,1.0,7.52,0.0,1.0,134.0,3.48,75.43
2.0,781,1.0,3,2.0,0.0,0,3.0,5.24,1.0,1.0,107.0,4.16,79.37
4.0,377,2.0,1,1.0,2.0,0,3.0,5.43,1.0,1.0,106.0,2.9,45.03
1.0,2080,11.0,4,0.0,0.0,0,0.0,6.79,3.0,1.0,160.0,1.89,32.8
1.0,3265,10.0,6,0.0,1.0,0,3.0,6.5,0.0,1.0,148.0,4.1,70.74
2.0,352,4.0,2,0.0,0.0,0,3.0,6.02,3.0,1.0,99.0,2.91,58.09
1.0,2143,6.0,6,1.0,0.0,0,1.0,3.08,1.0,2.0,36.0,3.57,56.0
3.0,2023,4.0,3,2.0,0.0,0,0.0,1.68,0.0,0.0,36.0,4.02,85.96
0.0,652,5.0,1,0.0,0.0,0,3.0,6.48,2.0,1.0,139.0,3.48,70.17
2.0,201,2.0,1,0.0,0.0,1,1.0,6.17,0.0,1.0,109.0,4.15,79.43
2.0,522,1.0,3,0.0,2.0,0,0.0,7.38,0.0,1.0,134.0,2.54,65.53
4.0,259,1.0,2,0.0,0.0,0,2.0,6.86,0.0,1.0,82.0,4.49,81.85
4.0,247,3.0,1,0.0,0.0,0,2.0,6.67,0.0,1.0,142.0,4.42,88.48
2.0,897,1.0,1,0.0,1.0,1,3.0,7.29,0.0,1.0,139.0,4.11,84.51
2.0,518,1.0,2,0.0,2.0,0,3.0,5.92,1.0,1.0,115.0,2.89,68.88
3.0,2078,4.0,1,0.0,1.0,0,3.0,7.99,0.0,1.0,81.0,4.17,67.04
4.0,220,3.0,2,0.0,1.0,1,3.0,6.42,0.0,1.0,94.0,4.17,81.97
2.0,776,3.0,3,0.0,0.0,0,2.0,5.06,1.0,0.0,100.0,3.92,73.12
2.0,560,3.0,2,2.0,2.0,0,3.0,5.62,0.0,1.0,115.0,3.52,71.25
2.0,668,3.0,3,2.0,0.0,0,2.0,6.47,1.0,1.0,117.0,3.82,76.73
2.0,145,3.0,2,0.0,1.0,0,1.0,6.09,1.0,1.0,145.0,2.85,55.27
2.0,583,4.0,2,2.0,0.0,0,3.0,7.1,1.0,1.0,101.0,4.15,78.66
2.0,465,1.0,1,0.0,3.0,0,3.0,6.67,0.0,1.0,105.0,2.9,63.2
3.0,1635,5.0,1,0.0,0.0,1,2.0,9.03,2.0,1.0,181.0,3.1,69.15
2.0,543,1.0,3,0.0,0.0,1,1.0,6.15,2.0,1.0,143.0,2.85,82.67
3.0,1686,5.0,4,2.0,0.0,0,2.0,6.35,0.0,1.0,154.0,4.41,86.76
2.0,932,3.0,1,0.0,0.0,1,0.0,3.59,3.0,0.0,54.0,2.1,66.72
2.0,331,1.0,2,1.0,0.0,0,3.0,7.78,0.0,1.0,88.0,4.79,71.03
4.0,397,2.0,1,2.0,0.0,0,1.0,8.6,1.0,2.0,148.0,3.4,76.26
1.0,2726,5.0,6,1.0,0.0,0,3.0,8.4,2.0,2.0,152.0,3.39,41.19
2.0,496,3.0,3,1.0,1.0,0,3.0,8.22,1.0,2.0,191.0,3.34,34.79
2.0,989,4.0,1,2.0,0.0,0,3.0,7.49,0.0,1.0,109.0,4.77,89.81
3.0,1423,2.0,3,2.0,0.0,0,3.0,6.22,0.0,1.0,121.0,4.76,84.08
0.0,581,6.0,2,2.0,0.0,0,3.0,7.62,0.0,0.0,90.0,4.86,88.1
2.0,143,4.0,1,2.0,1.0,0,1.0,3.6,3.0,0.0,49.0,1.79,66.52
4.0,435,0.0,1,0.0,0.0,0,2.0,5.41,1.0,1.0,80.0,3.88,77.79
3.0,1983,5.0,3,0.0,0.0,0,2.0,6.3,0.0,1.0,83.0,4.5,71.03
2.0,282,1.0,2,0.0,0.0,0,3.0,5.53,2.0,1.0,118.0,3.52,79.27
3.0,1962,2.0,1,2.0,0.0,0,1.0,3.88,0.0,0.0,59.0,4.29,84.6
2.0,414,1.0,2,2.0,0.0,1,3.0,6.82,0.0,1.0,141.0,4.73,87.23
2.0,601,3.0,1,0.0,0.0,0,3.0,6.81,0.0,1.0,169.0,4.7,68.51
2.0,984,1.0,1,1.0,0.0,0,3.0,5.76,1.0,1.0,111.0,4.15,63.84
0.0,1095,7.0,3,2.0,0.0,0,3.0,5.64,1.0,1.0,89.0,4.18,78.81
0.0,1094,7.0,2,1.0,1.0,0,3.0,6.2,0.0,1.0,161.0,4.08,66.08
4.0,277,1.0,1,0.0,1.0,0,3.0,5.41,0.0,2.0,101.0,4.1,83.22
0.0,641,5.0,2,0.0,0.0,0,3.0,8.08,3.0,2.0,196.0,2.71,42.36
2.0,786,1.0,2,1.0,0.0,0,2.0,4.84,1.0,1.0,119.0,3.83,60.61
3.0,2088,5.0,4,0.0,0.0,0,3.0,5.68,1.0,0.0,106.0,4.22,77.09
3.0,1154,5.0,4,0.0,0.0,1,3.0,7.01,1.0,1.0,124.0,4.13,85.6
2.0,643,3.0,1,0.0,0.0,0,3.0,6.14,0.0,1.0,96.0,4.79,69.38
3.0,1910,2.0,4,0.0,1.0,1,3.0,9.05,3.0,2.0,192.0,2.08,65.64
3.0,1654,5.0,3,1.0,0.0,0,3.0,7.88,1.0,1.0,109.0,4.14,76.14
4.0,453,2.0,2,0.0,0.0,0,2.0,6.76,1.0,1.0,126.0,3.81,74.26
2.0,729,3.0,1,0.0,1.0,0,3.0,8.41,2.0,2.0,200.0,2.7,56.03
3.0,1806,3.0,4,0.0,0.0,1,3.0,6.92,1.0,1.0,94.0,4.16,83.35
3.0,1930,5.0,4,0.0,0.0,1,2.0,7.21,0.0,1.0,121.0,4.44,87.0
3.0,1844,3.0,1,0.0,0.0,1,2.0,8.79,2.0,2.0,193.0,3.02,77.56
4.0,293,3.0,1,2.0,0.0,0,1.0,6.59,0.0,1.0,94.0,4.17,76.67
3.0,1356,3.0,4,0.0,0.0,1,3.0,7.9,0.0,1.0,94.0,4.79,89.28
1.0,3346,4.0,6,0.0,0.0,0,2.0,6.07,1.0,1.0,141.0,3.8,88.87
2.0,467,2.0,2,0.0,1.0,0,3.0,6.35,2.0,1.0,124.0,2.88,73.0
3.0,2009,4.0,1,1.0,0.0,0,2.0,7.31,3.0,1.0,93.0,2.59,25.32
3.0,1136,5.0,1,1.0,0.0,0,0.0,5.17,1.0,1.0,113.0,3.21,42.4
1.0,2878,7.0,5,1.0,0.0,1,2.0,7.72,0.0,1.0,105.0,4.46,74.28
2.0,509,3.0,2,0.0,0.0,0,3.0,7.21,0.0,1.0,87.0,4.8,75.9
1.0,2023,10.0,4,0.0,1.0,0,1.0,5.45,0.0,1.0,95.0,3.54,86.13
2.0,676,2.0,3,0.0,0.0,0,1.0,6.84,0.0,1.0,100.0,4.16,81.56
3.0,1315,3.0,3,0.0,0.0,0,3.0,4.68,0.0,1.0,96.0,4.8,73.97
2.0,834,4.0,2,2.0,0.0,0,1.0,5.81,2.0,1.0,94.0,2.92,83.13
3.0,2223,4.0,3,2.0,0.0,0,0.0,6.11,0.0,1.0,120.0,3.82,77.71
3.0,1744,3.0,4,1.0,0.0,1,3.0,6.65,1.0,2.0,152.0,4.03,90.53
1.0,3300,5.0,6,1.0,1.0,0,1.0,7.1,0.0,1.0,106.0,3.52,79.4
0.0,573,5.0,3,0.0,0.0,0,1.0,4.47,1.0,1.0,108.0,3.53,69.54
3.0,1805,4.0,1,1.0,1.0,0,3.0,8.54,0.0,2.0,188.0,3.97,71.55
1.0,3046,5.0,6,2.0,3.0,0,1.0,7.87,0.0,1.0,126.0,2.24,84.63
2.0,379,1.0,2,0.0,0.0,1,3.0,7.63,0.0,1.0,132.0,4.74,84.1
0.0,494,6.0,1,2.0,1.0,1,3.0,7.6,1.0,1.0,84.0,3.55,90.95
2.0,706,2.0,2,0.0,1.0,1,2.0,7.0,1.0,1.0,87.0,3.23,74.58
2.0,353,2.0,1,2.0,0.0,0,1.0,8.03,3.0,2.0,135.0,2.16,62.92
2.0,463,1.0,2,2.0,1.0,0,3.0,5.67,1.0,1.0,117.0,3.52,72.5
0.0,1064,5.0,3,0.0,2.0,1,1.0,6.0,2.0,1.0,361.0,1.56,62.02
4.0,366,3.0,2,0.0,2.0,0,2.0,5.03,0.0,1.0,98.0,3.23,81.99
2.0,925,3.0,3,1.0,0.0,0,2.0,7.91,1.0,1.0,141.0,3.79,60.66
2.0,774,1.0,1,0.0,0.0,0,3.0,7.83,0.0,1.0,167.0,4.69,73.4
3.0,1255,2.0,4,1.0,0.0,0,0.0,5.73,1.0,1.0,84.0,3.24,43.26
2.0,864,1.0,2,0.0,0.0,1,3.0,6.13,0.0,1.0,141.0,4.74,86.34
1.0,3563,11.0,3,2.0,3.0,1,2.0,6.29,0.0,1.0,94.0,2.6,85.3
2.0,525,4.0,2,0.0,0.0,0,1.0,6.64,1.0,1.0,157.0,3.46,66.51
2.0,820,3.0,3,2.0,0.0,0,1.0,8.29,2.0,2.0,134.0,2.79,78.98
3.0,1647,2.0,3,0.0,1.0,1,2.0,5.79,1.0,1.0,82.0,3.25,75.54
4.0,238,1.0,2,1.0,0.0,0,3.0,7.09,2.0,1.0,170.0,3.44,38.4
0.0,569,7.0,3,0.0,0.0,0,1.0,7.63,3.0,1.0,86.0,2.29,44.09
2.0,288,3.0,1,1.0,0.0,0,2.0,6.27,2.0,1.0,122.0,3.19,30.04
2.0,538,4.0,2,1.0,0.0,0,1.0,8.63,0.0,2.0,140.0,4.03,72.64
0.0,1147,5.0,2,1.0,0.0,0,2.0,5.07,2.0,1.0,107.0,3.22,34.86
2.0,476,3.0,1,1.0,0.0,0,3.0,5.83,1.0,1.0,82.0,4.19,75.17
0.0,528,5.0,1,1.0,0.0,0,1.0,7.76,0.0,1.0,133.0,4.11,72.1
4.0,281,2.0,2,1.0,1.0,1,1.0,8.0,0.0,2.0,193.0,3.34,66.06
1.0,2761,4.0,2,1.0,0.0,0,2.0,6.11,0.0,1.0,95.0,4.48,69.83
2.0,378,1.0,1,0.0,0.0,0,3.0,4.64,1.0,1.0,111.0,4.16,74.26
4.0,398,3.0,1,0.0,0.0,0,3.0,8.51,0.0,2.0,160.0,4.64,80.94
1.0,3050,13.0,6,0.0,0.0,0,2.0,4.0,1.0,1.0,105.0,3.86,92.16
2.0,153,4.0,1,2.0,1.0,0,3.0,8.31,1.0,2.0,170.0,3.37,72.46
3.0,26314,3.0,1,0.0,1.0,0,2.0,5.93,1.0,1.0,97.0,3.23,70.77
3.0,2091,3.0,4,0.0,0.0,0,2.0,6.83,0.0,1.0,111.0,4.46,70.54
3.0,13251,5.0,4,1.0,1.0,0,2.0,7.38,3.0,1.0,97.0,1.96,33.62
2.0,598,1.0,1,1.0,0.0,0,1.0,8.37,0.0,2.0,134.0,4.04,61.21
3.0,1827,3.0,4,0.0,0.0,0,2.0,7.4,0.0,1.0,118.0,4.45,72.1
3.0,1966,5.0,2,0.0,0.0,1,3.0,6.38,0.0,1.0,158.0,4.72,92.43
0.0,995,5.0,1,0.0,1.0,0,1.0,6.21,3.0,1.0,170.0,1.56,43.04
2.0,418,3.0,3,1.0,0.0,0,1.0,6.64,1.0,1.0,81.0,3.55,40.84
0.0,1152,5.0,1,2.0,2.0,0,1.0,6.77,0.0,1.0,93.0,2.91,88.31
2.0,989,1.0,3,2.0,1.0,0,2.0,5.56,1.0,1.0,90.0,3.24,95.47
3.0,1724,5.0,1,0.0,1.0,0,1.0,6.65,0.0,1.0,89.0,3.54,88.41
3.0,2054,4.0,4,2.0,0.0,1,3.0,5.48,1.0,1.0,90.0,4.18,85.51
2.0,768,2.0,2,0.0,0.0,0,3.0,5.89,0.0,1.0,111.0,4.78,71.14
2.0,417,2.0,2,0.0,0.0,1,0.0,5.47,1.0,1.0,91.0,3.24,88.29
2.0,467,4.0,3,2.0,0.0,1,3.0,6.96,0.0,1.0,147.0,4.73,90.46
0.0,1203,6.0,2,0.0,0.0,0,1.0,5.76,1.0,1.0,120.0,3.51,85.75
2.0,416,1.0,1,0.0,3.0,1,3.0,6.44,0.0,1.0,112.0,2.89,91.67
3.0,1361,4.0,4,0.0,0.0,0,2.0,7.34,0.0,0.0,93.0,4.54,80.23
2.0,137,4.0,3,0.0,0.0,0,1.0,4.82,1.0,1.0,83.0,3.56,66.14
2.0,935,4.0,2,0.0,1.0,1,3.0,7.95,1.0,1.0,127.0,3.49,75.32
3.0,1814,5.0,4,0.0,1.0,0,1.0,6.01,0.0,1.0,86.0,3.55,80.82
2.0,694,1.0,3,0.0,3.0,0,2.0,7.59,3.0,1.0,129.0,0.66,32.49
0.0,474,6.0,2,1.0,2.0,0,3.0,4.77,1.0,1.0,91.0,2.93,37.04
3.0,1288,3.0,2,0.0,0.0,1,3.0,7.42,0.0,1.0,104.0,4.78,87.78
4.0,312,2.0,2,1.0,1.0,1,3.0,5.73,2.0,1.0,104.0,2.9,67.38
2.0,311,1.0,1,2.0,0.0,0,3.0,6.35,0.0,1.0,165.0,4.71,83.96
2.0,436,1.0,2,2.0,0.0,0,1.0,8.2,1.0,2.0,130.0,3.42,73.6
0.0,420,6.0,1,0.0,1.0,0,3.0,8.29,3.0,2.0,150.0,2.14,39.97
0.0,613,5.0,1,1.0,1.0,1,3.0,7.94,0.0,1.0,103.0,4.15,76.61
3.0,2295,4.0,4,0.0,0.0,0,3.0,9.91,2.0,2.0,153.0,3.38,62.38
3.0,2037,2.0,1,0.0,0.0,0,3.0,8.31,2.0,2.0,183.0,3.35,60.24
2.0,937,2.0,3,0.0,1.0,0,3.0,5.49,1.0,1.0,92.0,3.55,82.61
4.0,244,1.0,2,0.0,0.0,0,2.0,5.23,2.0,1.0,91.0,3.24,67.02
2.0,399,2.0,2,0.0,0.0,1,2.0,5.44,1.0,1.0,92.0,3.86,74.79
2.0,908,3.0,3,1.0,0.0,1,1.0,7.22,0.0,1.0,132.0,4.11,86.64
2.0,350,2.0,1,1.0,1.0,0,3.0,7.2,1.0,1.0,152.0,3.46,39.97
3.0,2262,5.0,3,2.0,0.0,0,1.0,6.02,1.0,1.0,127.0,3.5,72.58
1.0,2231,4.0,5,0.0,0.0,0,1.0,6.13,0.0,1.0,113.0,4.15,75.76
4.0,421,1.0,2,1.0,2.0,0,3.0,5.43,1.0,1.0,109.0,2.9,37.75
1.0,2217,10.0,4,0.0,0.0,0,3.0,5.3,2.0,1.0,110.0,3.53,76.15
0.0,823,7.0,3,0.0,0.0,0,3.0,6.4,0.0,1.0,129.0,4.75,77.21
3.0,1997,2.0,4,0.0,0.0,0,2.0,3.95,2.0,0.0,40.0,3.37,87.16
2.0,437,1.0,1,1.0,0.0,0,3.0,7.11,0.0,1.0,163.0,4.7,81.56
2.0,938,1.0,2,1.0,1.0,0,3.0,4.91,1.0,1.0,106.0,3.53,59.64
2.0,862,2.0,3,1.0,1.0,0,2.0,6.5,0.0,1.0,81.0,3.87,62.79
3.0,1649,4.0,4,1.0,0.0,0,1.0,7.96,0.0,1.0,163.0,4.07,78.95
2.0,317,2.0,1,2.0,0.0,1,2.0,7.11,0.0,1.0,99.0,4.47,95.29
0.0,1029,5.0,3,0.0,0.0,0,2.0,3.78,1.0,0.0,51.0,3.99,84.39
2.0,937,4.0,2,0.0,0.0,0,3.0,7.38,0.0,1.0,128.0,4.75,71.38
2.0,499,2.0,1,1.0,2.0,0,1.0,8.01,2.0,0.0,144.0,1.65,33.72
2.0,443,1.0,1,2.0,1.0,1,3.0,4.26,0.0,1.0,94.0,4.18,90.92
3.0,1199,3.0,4,0.0,0.0,0,1.0,7.89,0.0,1.0,156.0,4.08,72.98
0.0,603,6.0,3,0.0,0.0,0,1.0,5.57,0.0,1.0,81.0,4.19,85.44
3.0,1726,5.0,3,1.0,0.0,0,2.0,6.29,0.0,1.0,87.0,4.49,83.67
2.0,419,1.0,1,0.0,2.0,0,1.0,7.27,0.0,1.0,88.0,2.91,63.65
0.0,932,4.0,2,2.0,0.0,1,3.0,7.57,3.0,1.0,125.0,2.87,78.83
3.0,2062,2.0,1,1.0,1.0,0,3.0,6.89,2.0,1.0,127.0,2.87,30.81
3.0,1753,3.0,4,2.0,0.0,1,2.0,5.92,1.0,1.0,84.0,3.87,92.62
1.0,17911,11.0,6,0.0,1.0,0,1.0,6.03,0.0,1.0,166.0,3.45,89.02
3.0,1817,3.0,1,0.0,0.0,0,1.0,6.99,0.0,1.0,86.0,4.17,81.71
2.0,520,1.0,2,1.0,2.0,1,0.0,6.34,0.0,1.0,135.0,2.55,67.04
3.0,2204,3.0,1,0.0,0.0,1,2.0,7.45,0.0,1.0,121.0,4.44,90.08
1.0,1969,7.0,5,2.0,0.0,1,3.0,6.04,0.0,1.0,126.0,4.76,95.24
3.0,2070,5.0,2,1.0,0.0,0,1.0,4.01,1.0,1.0,96.0,3.55,71.8
2.0,616,1.0,2,1.0,0.0,0,2.0,7.32,0.0,1.0,161.0,4.39,81.11
3.0,1488,4.0,4,0.0,0.0,0,1.0,6.76,0.0,1.0,147.0,4.1,75.42
3.0,1481,2.0,1,0.0,0.0,1,0.0,6.83,2.0,1.0,91.0,2.6,81.49
3.0,1356,3.0,2,2.0,1.0,0,3.0,8.33,0.0,2.0,157.0,4.01,74.5
2.0,928,4.0,2,1.0,0.0,1,1.0,4.45,1.0,1.0,97.0,3.55,84.05
2.0,966,1.0,1,0.0,0.0,0,2.0,7.62,0.0,1.0,134.0,4.42,75.56
3.0,1739,5.0,4,0.0,1.0,0,3.0,8.11,0.0,2.0,153.0,4.02,81.95
0.0,1203,7.0,1,1.0,0.0,0,3.0,8.53,0.0,2.0,154.0,4.64,66.24
1.0,3325,4.0,2,2.0,0.0,0,3.0,5.79,2.0,1.0,112.0,3.52,77.88
2.0,218,2.0,1,1.0,0.0,0,1.0,6.62,1.0,1.0,83.0,3.55,34.68
2.0,387,2.0,1,1.0,0.0,1,1.0,5.19,1.0,1.0,92.0,3.55,78.4
0.0,1142,6.0,2,2.0,0.0,0,3.0,2.31,0.0,0.0,85.0,4.89,96.52
2.0,947,1.0,2,2.0,0.0,1,3.0,6.52,2.0,1.0,168.0,3.45,86.65
2.0,889,3.0,3,2.0,1.0,0,1.0,3.97,1.0,0.0,44.0,3.05,71.97
3.0,2166,2.0,3,0.0,0.0,0,2.0,6.16,0.0,1.0,164.0,4.4,72.47
4.0,353,2.0,1,0.0,0.0,0,1.0,6.75,0.0,1.0,91.0,4.17,83.68
3.0,1338,5.0,2,2.0,1.0,1,3.0,5.2,2.0,1.0,88.0,2.93,82.4
1.0,3556,5.0,2,0.0,0.0,1,3.0,7.94,0.0,1.0,144.0,4.72,95.94
3.0,2040,3.0,3,0.0,3.0,0,3.0,6.27,0.0,1.0,104.0,2.9,82.47
3.0,1510,5.0,1,2.0,1.0,0,2.0,6.95,0.0,1.0,947.0,3.81,75.14
2.0,146,2.0,2,1.0,0.0,1,3.0,5.95,1.0,1.0,98.0,4.17,71.75
1.0,2869,14.0,5,2.0,1.0,0,2.0,6.23,2.0,0.0,103.0,2.65,72.38
2.0,864,3.0,3,2.0,0.0,0,3.0,6.72,1.0,1.0,138.0,4.11,78.93
1.0,2072,5.0,6,2.0,2.0,1,2.0,7.93,0.0,1.0,97.0,3.21,94.04
